F-ODE-ADJ3-011	defect_repair	fail	Validate T_start>T_handoff>T_end>0 and finite positive controls before dispatch. Normalize initial-event semantics, require a backend-neutral certified terminal outcome and physical postconditions, and attach partial phase results to a typed failure instead of discarding them.	Matrix over unordered/nonfinite/equal temperatures, unsupported backend options, missed/contradictory events, large event residual, nonfinite final state, invalid abundance/mass residual, and phase-2 failure retaining phase 1.	Canonical fail-closed hardening; gate execution still required.
F-ODE-ADJ3-012	defect_repair	fail	Add one config.validate plus input/callback validation before allocation; reject rather than abs/coerce invalid values. Use boundary-aware one-sided dfdt, expose supported jac/max_steps, reject unsupported sparsity explicitly, and return nullable actual counters.	Parameterized invalid config/state/callback tests, t0 boundary dfdt probe guard, supplied-Jacobian call count, and property test that every reported counter equals instrumented calls.	Solver contract repair; no performance or promotion claim.
F-ODE-ADJ3-013	defect_repair	fail	Replace Boolean-priority classification with a typed mutually exclusive state machine: CONTRACT_VIOLATION, STARTUP_FAILURE, INTEGRATION_FAILURE, TARGET_REACHED, INTERVAL_EXHAUSTED, or TERMINATED_OTHER. Validate contradictions/finiteness first and require an event certificate for TARGET_REACHED.	Exhaustive truth table over success/status/event/finiteness contradictions plus metamorphic insertion of extra stored samples proving terminal kind is unchanged and sample count is not a step count.	Diagnostic/contract repair only.
F-ODE-ADJ3-014	retained_blocker	fail	Do not issue a blanket optimization PR. First bind each existing solver config to backend-supported fields and reject incompatible options; pursue one production-shaped Rust endpoint bottleneck only after measurement identifies it.	Backend-config contract matrix rejects unsupported jac_sparsity/dense_output/method combinations; any optimization needs an exact same-input endpoint A/B with failure equivalence.	Technical debt retained; local/segment improvement is not G-F10 endpoint progress.
F-ODE-ADJ3-015	defect_repair	fail	Replace free-form collapse with a crate-local OdeFailureKind enum carrying phase and dependency error text/source: build, initialize, stop_time, linear_solve, step_size_floor, nonlinear, error_test, nonfinite, unexpected_root, and other_dependency.	Inject each BDF construction/init/stop/step failure and assert exact enum, phase, counters, and preserved state; formatting changes must not alter classification.	Failure observability only; no numerical success claim.
F-ODE-ADJ3-016	defect_repair	fail	Immediately rename/split the existing fields to outer_step_calls, max_error_test_failures, and max_nonlinear_solver_failures and stop claiming a strict total. A true strict total requires an upstream/fork callback at each internal attempt; until then expose hard_total_attempts=null and fail closed for callers requiring it.	A fake/instrumented dependency performs mixed nonlinear and error-test retries inside one step; assert the wrapper never claims strict-total compliance and serializes each limit separately.	Correct budget semantics, not strict-total enforcement.
F-ODE-ADJ3-017	defect_repair	fail	Name current counters trait_calls and add/derive physical_rhs_evals at the N48 consumer boundary, including nested calls. Increment factorisations only after factorisation is attempted/succeeds, with separate failed_factorisations if useful in the existing work struct.	Instrument a system whose jacobian and dfdt each call RHS twice; assert exact 1+2+2 accounting and zero successful factorisations for pre-LU nonfinite failure.	Work accounting only; not an endpoint speedup.
F-ODE-ADJ3-018	defect_repair	fail	Define both last_accepted and failure_snapshot {phase, stage, t, raw_state, raw_value}; callback wrappers store the first/last offending evaluation deterministically and RodasAttemptError carries it to OdeResult.	Inject nonfinite stage RHS at a state distinct from step start and BDF callback nonfinite at a later t; assert both last_accepted and exact failure snapshot survive serialization/debug output.	Failure-contract repair; no claim that a failed trajectory is scientifically usable.
F-ODE-ADJ3-019	missing_execution_evidence	inconclusive	No derivative implementation change until evidence. Rename the GL6 test truthfully and add one existing-test-module production-shape derivative discriminator using an independent high-precision/Richardson ladder at preregistered representative evolved states, with failure on non-asymptotic behavior.	Independent high-precision directional derivative versus production implementation over multiple step sizes; metamorphic linearity and step-halving order checks, including temperature and explicit-N columns.	Missing derivative evidence; even a pass is derivative authority, not independent endpoint validation.
F-ODE-ADJ3-020	defect_repair	fail	Parenthesize the intended disjunction and assert the complete typed step-result invariant. Add adversarial tests beside existing modules for every reproduced false-success class; tests consume public/internal outcomes, not message text.	Mutation test kills ok=True with finite err/yn; targeted cases cover classA/tilted/convergence, classifier contradictions, initial/nonfinite/fractional events, all-refinement-failed, invalid config/state, false nfev, and post-failure work.	Contract-test coverage only; same-tableau parity remains non-independent.
F-ODE-ADJ3-021	missing_execution_evidence	inconclusive	No code change. Keep execution status missing until an authorized exact-input Rust BDF/Rodas endpoint command records binary/source/config identity, environment, terminal outcome, and machine-readable comparison.	Provenance test rejects evidence if Rust code was not executed, exact config/binary is absent, patch versions differ without disclosure, or either terminal certificate is missing.	Missing fresh execution; prior bounded mechanics and endpoint anchors retain only their original tier.
F-ODE-ADJ3-022	defect_repair	fail	Replace multiplication with explicit sign comparisons `(previous < 0 && current > 0) || (previous > 0 && current < 0)` while retaining exact-zero handling.	Use smallest positive/negative finite values and scaled pairs; property test sign-crossing invariance under positive rescaling, including underflow products.	Generic event correctness only; no evidence that the production downward endpoint failed.
F-ODE-ADJ3-023	defect_repair	inconclusive	Return EventCertificate only when bracket width or event residual meets configured tolerance and endpoint signs remain valid; otherwise EventRefinementExhausted. Count refinement work under an explicitly named refinement budget.	Adversarial flat/discontinuous/nonfinite event functions force exhaustion; ordinary monotone event certifies. Metamorphic affine time scaling preserves normalized residual/bracket decision.	Generic uncertified edge repair; frozen h_max ordinary path is not shown failing.
F-ODE-ADJ3-024	retained_blocker	inconclusive	Do not change integration policy yet. Specify observable invariants first: accepted interval <=h_max except final snap, no ignored h_min violation, and explicit stop-time reason. If dependency cannot expose them, mark fairness semantics unavailable.	Analytic stiff/nonstiff systems with varied h_max/h_min and exact/nonexact tstop; compare convergence order and event location, with a discriminator for history reset.	Numerical semantics remain inconclusive; h_max is not simply ignored.
F-ODE-ADJ3-025	retained_blocker	inconclusive	Keep immediate failure until a preregistered discriminator shows recovery is valid. If supported, retry only typed recoverable failures with smaller h under the existing total budget; singular/nonfinite at h_min remains terminal.	Construct one demonstrably h-recoverable stage failure and one irrecoverable singular system; assert bounded retry only for the former and identical fail-loud behavior at h_min.	Conservative fail-loud policy retained; not a demonstrated production endpoint defect.
F-ODE-ADJ3-026	defect_repair	fail	Validate that the chosen perturbation is finite, nonzero, and produces distinct representable T+h and T-h inside the physical domain; otherwise return typed derivative_domain failure. Do not invent an unvalidated absolute floor.	Boundary property over normal/subnormal positive floats checks distinct perturbations or fail-closed outcome; frozen 10-to-0.005 MeV values remain unchanged.	Generic domain repair; frozen endpoint is far from trigger.
F-ODE-ADJ3-027	defect_repair	fail	Centralize finite/domain validation in existing config/run entrypoints; reject NaN tolerance, nonfinite/raw-shape inputs, and |v|>=1 before RHS. Classify solver outcome before thermo final proxy and retain structured partial failure. Keep unrun parity separate.	Parameterized NaN/Inf/boundary inputs for listed wrappers, spy proving zero RHS calls on rejection, and failed-thermo spy proving no final proxy. Numerical BDF/Radau parity remains a separate execution task.	Input/failure contract repair only; parity not validated.
F-ODE-ADJ3-028	missing_execution_evidence	inconclusive	No production change. Add focused fault-injection tests in the existing Rust test module for each typed reason after F-015's enum exists; use coverage only as supporting evidence.	One deterministic injection each for bdf_build, bdf_initialise, bdf_stop_time, bdf_solve, unexpected_root, nonfinite_stage_rhs, nonfinite_stage, nonfinite_candidate, and nonfinite_error_norm.	Branch adequacy remains unknown until executed.
F-ODE-ADJ3-029	defect_repair	fail	Factor one private _solver_from_name validator used by both paths and raise the same ValueError with allowed names before solve. Do not delete wrappers until an external compatibility decision; mark them internal/deprecated if policy permits.	Both public paths reject unknown solver with identical exception type/message and zero solver construction; every allowed name maps to the same class in both paths.	API consistency/debt only; not a Diffrax numerical defect.
F-ODE-ADJ3-030	defect_repair	fail	Clone an immutable effective_config snapshot into the existing OdeResult at solve entry and ensure returned results use it. Correct the stale header from the authoritative catalogue; no hashes or standalone manifest.	Mutate caller config after solve and assert result snapshot unchanged; success and every failure constructor include it. Documentation test checks header against catalogue source if an existing mechanism exists.	Provenance/documentation repair, not numerical validation.
F-ODE-ADJ3-031	harness_limitation	inconclusive	No ODE API change. The harness owner must bind context_version to canonical pack bytes or record a nonsemantic regeneration identity and must reject missing required paths before admission; environment identity remains explicit evidence metadata.	Harness fixture rejects nonexistent required path and same-version/different-byte pack unless an authorized canonicalization rule proves equivalence; version mismatch remains visible.	External harness limitation; G-HARNESS-INTEGRITY remains FAIL.
F-ODE-ADJ3-032	closed_item	pass	No code change. Preserve current gate states and roles exactly; any result consumer rejects attempts to infer production/scientific authority from green tests, same-code parity, static JVP, or segment timing.	Existing gate-consistency test should reject Rust/JAX/SciPy role swaps, QKE/public claims, or promotion from diagnostic-only evidence.	Policy boundary PASS; G-F10-INDEPENDENT-FLRW and G-HARNESS-INTEGRITY remain FAIL.
F-ODE-ADJ3-033	closed_item	pass	No implementation change. Retain existing regression tests and exact cache/logit behavior; new result-contract work must preserve their good-path outputs and fail-loud semantics.	Before any solver-result patch, rerun the existing focused mechanics/logit/cache tests and assert good-path endpoint/counter semantics remain unchanged except intentional field renames.	Closed bounded mechanics; no scientific or public promotion.
F-ODE-ADJ3-034	closed_item	pass	No code change. Reuse the existing inventory if implementation changes touch mapped call sites; update it only through the existing audit process, not a new scanner/gate.	A targeted post-patch static check confirms only intended mapped consumers changed and no duplicate outcome classifier was introduced.	Mechanical completeness floor only.
